DICO,NUTSI_DSG,NUTSI_COD,NUTSII_DSG,NUTSII_COD,NUTSIII_DSG,NUTSIII_COD,DISTRITO_ILHA_DSG,CONCELHO_DSG,nutsi_norm,nutsii_norm,nutsiii_norm,municipality_norm,region_norm_x,district_norm_x,MunicipalityCode,location_context,block_key,avg_rent_m2,district_norm_y,region_norm_y,avg_str_density,population_density,avg_price,count_listings
4201,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DE SÃO MIGUEL,LAGOA,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,lagoa,regiao autonoma dos acores,ilha de sao miguel,4201,lagoa ilha de sao miguel,lago,4.56,ilha de sao miguel,regiao autonoma dos acores,133.88333333333333,327.3,190000.0,5.0
4202,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DE SÃO MIGUEL,NORDESTE,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,nordeste,regiao autonoma dos acores,ilha de sao miguel,4202,nordeste ilha de sao miguel,nord,4.713333333333334,ilha de sao miguel,regiao autonoma dos acores,25.82,43.7,,
4203,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DE SÃO MIGUEL,PONTA DELGADA,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,ponta delgada,regiao autonoma dos acores,ilha de sao miguel,4203,ponta delgada ilha de sao miguel,pont,5.75,ilha de sao miguel,regiao autonoma dos acores,266.548,295.1,314571.4285714286,7.0
4204,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DE SÃO MIGUEL,POVOAÇÃO,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,povoacao,regiao autonoma dos acores,ilha de sao miguel,4204,povoacao ilha de sao miguel,povo,4.713333333333334,ilha de sao miguel,regiao autonoma dos acores,35.02857142857143,55.1,,
4205,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DE SÃO MIGUEL,RIBEIRA GRANDE,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,ribeira grande,regiao autonoma dos acores,ilha de sao miguel,4205,ribeira grande ilha de sao miguel,ribe,3.83,ilha de sao miguel,regiao autonoma dos acores,69.44666666666667,179.2,228475.8620689655,29.0
4206,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DE SÃO MIGUEL,VILA FRANCA DO CAMPO,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,vila franca do campo,regiao autonoma dos acores,ilha de sao miguel,4206,vila franca do campo ilha de sao miguel,vila,4.713333333333334,ilha de sao miguel,regiao autonoma dos acores,80.5,133.4,539983.3333333334,6.0
4301,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA TERCEIRA,ANGRA DO HEROÍSMO,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,angra do heroismo,regiao autonoma dos acores,ilha terceira,4301,angra do heroismo ilha terceira,angr,4.49,ilha terceira,regiao autonoma dos acores,172.74,141.4,191463.15789473685,19.0
4302,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA TERCEIRA,PRAIA DA VITÓRIA,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,praia da vitoria,regiao autonoma dos acores,ilha terceira,4302,praia da vitoria ilha terceira,prai,5.59,ilha terceira,regiao autonoma dos acores,80.51666666666667,122.4,200850.0,20.0
4401,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DA GRACIOSA,SANTA CRUZ DA GRACIOSA,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,santa cruz da graciosa,regiao autonoma dos acores,ilha da graciosa,4401,santa cruz da graciosa ilha da graciosa,sant,4.595454545454545,ilha da graciosa,regiao autonoma dos acores,48.5,67.6,,
4501,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DE SÃO JORGE,CALHETA DE SÃO JORGE,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,calheta de sao jorge,regiao autonoma dos acores,ilha de sao jorge,4501,calheta de sao jorge ilha de sao jorge,calh,4.06,ilha de sao jorge,regiao autonoma dos acores,22.816666666666666,27.7,,
4502,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DE SÃO JORGE,VELAS,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,velas,regiao autonoma dos acores,ilha de sao jorge,4502,velas ilha de sao jorge,vela,4.06,ilha de sao jorge,regiao autonoma dos acores,31.714285714285715,42.2,260000.0,1.0
4601,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DO PICO,LAJES DO PICO,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,lajes do pico,regiao autonoma dos acores,ilha do pico,4601,lajes do pico ilha do pico,laje,4.595454545454545,ilha do pico,regiao autonoma dos acores,26.91428571428571,28.3,,
4602,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DO PICO,MADALENA,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,madalena,regiao autonoma dos acores,ilha do pico,4602,madalena ilha do pico,mada,4.595454545454545,ilha do pico,regiao autonoma dos acores,23.728571428571428,44.4,,
4603,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DO PICO,SÃO ROQUE DO PICO,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,sao roque do pico,regiao autonoma dos acores,ilha do pico,4603,sao roque do pico ilha do pico,sao ,4.595454545454545,ilha do pico,regiao autonoma dos acores,16.55,24.0,,
4701,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DO FAIAL,HORTA,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,horta,regiao autonoma dos acores,ilha do faial,4701,horta ilha do faial,hort,4.07,ilha do faial,regiao autonoma dos acores,107.20714285714287,83.6,160000.0,1.0
4801,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DAS FLORES,LAJES DAS FLORES,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,lajes das flores,regiao autonoma dos acores,ilha das flores,4801,lajes das flores ilha das flores,laje,4.595454545454545,ilha das flores,regiao autonoma dos acores,13.3875,20.6,,
4802,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DAS FLORES,SANTA CRUZ DAS FLORES,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,santa cruz das flores,regiao autonoma dos acores,ilha das flores,4802,santa cruz das flores ilha das flores,sant,4.595454545454545,ilha das flores,regiao autonoma dos acores,14.62,29.6,150000.0,1.0
4901,REGIÃO AUTÓNOMA DOS AÇORES,2,REGIÃO AUTÓNOMA DOS AÇORES,20,REGIÃO AUTÓNOMA DOS AÇORES,200,ILHA DO CORVO,CORVO,regiao autonoma dos acores,regiao autonoma dos acores,regiao autonoma dos acores,corvo,regiao autonoma dos acores,ilha do corvo,4901,corvo ilha do corvo,corv,4.595454545454545,ilha do corvo,regiao autonoma dos acores,12.0,25.4,,
